0,-89.73882711
1,-89.7444994 
2,-89.71928925
3,89.78030926
4,89.78030926
5,88.80840095
6,88.26242947
7,87.19449343
8,85.87193495
9,85.41757942
10,84.90105797
11,84.55292881
12,84.55292881
13,83.43130663
14,82.82116388
15,81.92517248
16,80.66833226
17,80.23437402
18,79.73068683
19,78.98131533
20,78.98131533
21,78.1616419 
22,77.63154135
23,76.26434946
24,75.2171545 
25,74.69370026
26,74.32024637
27,73.75817477
28,71.84564165
29,71.84564165
30,71.37272229
31,70.45369798
32,69.18476835
33,68.49085917
34,68.09895604
35,67.55315644
36,66.24658348
37,66.24658348
38,66.1431646 
39,65.3952255 
40,63.65022524
41,62.93483013
42,62.23358709
43,61.68498   
44,60.81362578
45,60.32941915
46,60.32941915
47,59.69973853
48,58.78157367
49,57.79024209
50,56.47334443
51,56.42203033
52,55.31871989
53,53.74923952
54,53.74923952
55,53.01766409
56,52.26255155
57,51.10592165
58,50.30578609
59,49.7910981 
60,48.60582031
61,48.48590024
62,48.48590024
63,47.99747664
64,46.65134095
65,45.59273267
66,44.27845916
67,43.78074791
68,43.13851379
69,41.84712421
70,41.94274514
71,41.94274514
72,40.70463491
73,39.18417681
74,38.91037747
75,37.57623951
76,36.9579493 
77,35.88489102
78,34.92370848
79,34.92370848
80,33.43169201
81,32.15968559
82,31.54529149
83,30.44151695
84,29.05921043
85,28.37835322
86,27.20048377
87,27.20048377
88,26.71931955
89,24.75057927
90,24.35848706
91,23.50837812
92,22.2573878 
93,21.23071619
94,20.71286547
95,19.41205647
96,19.41205647
97,18.40849224
98,18.09721573
99,16.9399785 
100,14.90287289
101,14.74792792
102,13.64354031
103,12.63126712
104,12.63126712
105,10.39121987
106, 9.5431392 
107, 8.40076449
108, 8.01372577
109, 6.13943185
110, 5.1655285 
111, 4.47765371
112, 2.61075095
113, 2.61075095
114, 2.59240541
115, 1.11692736
116,-0.64967398
117,-1.58768438
118,-2.23889504
119,-3.11307737
120,-4.40696103
121,-4.40696103
122,-5.63065793
123,-5.93334466
124,-7.80202932
125,-9.38923128
126,-10.27163785
127,-10.69374158
128,-12.19400292
129,-12.19400292
130,-12.89475322
131,-14.95454796
132,-16.13248616
133,-18.00341108
134,-18.6353377 
135,-19.69519502
136,-20.76698706
137,-21.61070753
138,-21.61070753
139,-23.02206873
140,-22.94062278
141,-25.52377435
142,-26.21854298
143,-26.88170152
144,-27.8486079 
145,-28.80363114
146,-28.80363114
147,-29.71415275
148,-30.39823571
149,-31.83528262
150,-33.28254536
151,-34.13664209
152,-34.37195585
153,-35.48853028
154,-36.4600547 
155,-36.4600547 
156,-37.03649608
157,-39.53620781
158,-40.26321677
159,-42.2279578 
160,-42.84802991
161,-42.81464366
162,-44.35526415
163,-44.35526415
164,-44.62360893
165,-45.93743553
166,-46.61843025
167,-47.21878116
168,-48.83706607
169,-49.42304147
170,-50.39230271
171,-50.39230271
172,-51.0158183 
173,-50.8760739 
174,-52.58411838
175,-53.56982351
176,-55.22004509
177,-56.02171618
178,-54.59834005
179,-54.59834005
180,-55.27619496
181,-57.10523667
182,-58.78747513
183,-59.49318725
184,-60.92655577
185,-61.5383028 
186,-61.88242125
187,-61.88242125
188,-62.3392978 
189,-62.31981724
190,-62.99945977
191,-65.08090085
192,-65.25192875
193,-65.68508485
194,-66.32628191
195,-67.09811336
196,-67.09811336
197,-68.24242467
198,-67.32282741
199,-68.99093673
200,-69.79451004
201,-70.39657409
202,-70.99216372
203,-71.19023523
204,-71.19023523
205,-72.65775203
206,-72.88275255
207,-73.52606957
208,-74.50605658
209,-75.07700902
210,-75.24408352
211,-75.54219346
212,-76.92537087
213,-76.92537087
214,-77.18085275
215,-77.65302727
216,-79.27953986
217,-79.72318108
218,-79.78632103
219,-79.92595084
220,-80.64375237
221,-80.64375237
222,-81.40773429
223,-82.01226206
224,-82.68525829
225,-82.81010579
226,-83.38839209
227,-83.29173411
228,-83.84544053
229,-83.84544053
230,-84.73518669
231,-85.06882001
232,-86.19233295
233,-87.12086836
234,-87.30427215
235,-87.39222117
236,-88.68166269
237,-88.44434357
238,-88.44434357
239,-89.23829118
240,-89.28544561
241,89.52614518
242,89.01861916
243,88.9094707 
244,88.42245658
245,88.07495768
246,88.07495768
247,87.64879167
248,87.48716027
249,86.59363259
250,85.86053309
251,86.03316528
252,84.98241798
253,85.10205156
254,85.10205156
255,84.37353573
